fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,winetype,quality
7.100000,0.150000,0.340000,5.300000,0.034000,33,104,0.995300,3.370000,0.520000,9.300000,"white",7
7.500000,0.170000,0.340000,1.400000,0.035000,13,102,0.991800,3.050000,0.740000,11.000000,"white",5
8.200000,0.680000,0.300000,2.100000,0.047000,17,138,0.995000,3.220000,0.710000,10.800000,"white",4
7.700000,0.275000,0.300000,1.000000,0.039000,19,75,0.992000,3.010000,0.560000,10.700000,"white",5
7.300000,0.490000,0.320000,5.200000,0.043000,18,104,0.995200,3.240000,0.450000,10.700000,"white",4
7.500000,0.330000,0.480000,19.450000,0.048000,55,243,1.001000,2.950000,0.400000,8.800000,"white",5
7.200000,0.210000,0.370000,1.600000,0.049000,23,94,0.992400,3.160000,0.480000,10.900000,"white",7
7.300000,0.150000,0.400000,2.000000,0.050000,24,92,0.993200,3.140000,0.450000,10.500000,"white",5
6.500000,0.190000,0.100000,1.300000,0.046000,23,107,0.993700,3.290000,0.450000,10.000000,"white",5
7.000000,0.310000,0.520000,1.700000,0.029000,5,61,0.991800,3.070000,0.430000,10.400000,"white",5
8.300000,0.400000,0.380000,1.100000,0.038000,15,75,0.993400,3.030000,0.430000,9.200000,"white",5
6.100000,0.370000,0.360000,4.700000,0.035000,36,116,0.991000,3.310000,0.620000,12.600000,"white",6
7.300000,0.240000,0.340000,7.500000,0.048000,29,152,0.996200,3.100000,0.540000,9.000000,"white",5
6.900000,0.210000,0.810000,1.100000,0.137000,52,123,0.993200,3.030000,0.390000,9.200000,"white",6
7.600000,0.290000,0.420000,1.300000,0.035000,18,86,0.990800,2.990000,0.390000,11.300000,"white",5
9.400000,0.290000,0.550000,2.200000,0.050000,17,119,0.996200,3.120000,0.690000,10.300000,"white",4
7.000000,0.310000,0.520000,1.700000,0.029000,5,61,0.991800,3.070000,0.430000,10.400000,"white",5
8.600000,0.260000,0.410000,2.200000,0.049000,29,111,0.994100,2.960000,0.440000,10.000000,"white",5
7.500000,0.210000,0.340000,1.200000,0.060000,26,111,0.993100,3.510000,0.470000,10.700000,"white",6
7.200000,0.510000,0.240000,10.000000,0.093000,35,197,0.998100,3.410000,0.470000,9.000000,"white",5
7.500000,0.210000,0.340000,1.200000,0.060000,26,111,0.993100,3.510000,0.470000,10.700000,"white",6
5.300000,0.300000,0.200000,1.100000,0.077000,48,166,0.994400,3.300000,0.540000,8.700000,"white",4
8.000000,0.260000,0.360000,2.000000,0.054000,30,121,0.992000,3.090000,0.720000,11.600000,"white",7
7.000000,0.210000,0.280000,7.500000,0.070000,45,185,0.996600,3.340000,0.550000,9.400000,"white",5
6.700000,0.260000,0.260000,4.000000,0.079000,35,216,0.995600,3.310000,0.680000,9.500000,"white",5
6.700000,0.260000,0.260000,4.100000,0.073000,36,202,0.995600,3.300000,0.670000,9.500000,"white",5
8.100000,0.260000,0.370000,1.900000,0.072000,48,159,0.994900,3.370000,0.700000,10.900000,"white",6
8.300000,0.220000,0.380000,14.800000,0.054000,32,126,1.000200,3.220000,0.500000,9.700000,"white",5
6.400000,0.300000,0.510000,5.500000,0.048000,62,172,0.994200,3.080000,0.450000,9.100000,"white",6
7.500000,0.190000,0.340000,2.600000,0.037000,33,125,0.992300,3.100000,0.490000,11.100000,"white",7
8.800000,0.330000,0.440000,6.350000,0.024000,9,87,0.991700,2.960000,0.400000,12.600000,"white",7
6.900000,0.200000,0.360000,1.500000,0.031000,38,147,0.993100,3.350000,0.560000,11.000000,"white",6
8.000000,0.370000,0.320000,1.600000,0.040000,32,166,0.992000,3.000000,0.550000,11.300000,"white",7
8.300000,0.220000,0.380000,14.800000,0.054000,32,126,1.000200,3.220000,0.500000,9.700000,"white",5
8.200000,0.290000,0.330000,9.100000,0.036000,28,118,0.995300,2.960000,0.400000,10.900000,"white",7
7.700000,0.340000,0.300000,8.000000,0.048000,25,192,0.995100,2.970000,0.470000,10.900000,"white",5
6.200000,0.550000,0.450000,12.000000,0.049000,27,186,0.997400,3.170000,0.500000,9.300000,"white",6
6.400000,0.400000,0.190000,3.200000,0.033000,28,124,0.990400,3.220000,0.540000,12.700000,"white",7
7.500000,0.280000,0.330000,7.700000,0.048000,42,180,0.997400,3.370000,0.590000,10.100000,"white",6
7.800000,0.260000,0.440000,1.300000,0.037000,43,132,0.994400,3.180000,0.650000,10.000000,"white",5
6.500000,0.260000,0.340000,16.300000,0.051000,56,197,1.000400,3.490000,0.420000,9.800000,"white",5
6.300000,0.340000,0.290000,6.200000,0.046000,29,227,0.995200,3.290000,0.530000,10.100000,"white",6
6.800000,0.150000,0.330000,4.700000,0.059000,31,118,0.995600,3.430000,0.390000,9.000000,"white",7
6.300000,0.270000,0.250000,5.800000,0.038000,52,155,0.995000,3.280000,0.380000,9.400000,"white",6
6.300000,0.270000,0.250000,5.800000,0.038000,52,155,0.995000,3.280000,0.380000,9.400000,"white",6
7.400000,0.200000,0.370000,16.950000,0.048000,43,190,0.999500,3.030000,0.420000,9.200000,"white",6
6.300000,0.230000,0.210000,5.100000,0.035000,29,142,0.994200,3.360000,0.330000,10.100000,"white",7
7.300000,0.310000,0.690000,10.200000,0.041000,58,160,0.997700,3.060000,0.450000,8.600000,"white",5
5.200000,0.240000,0.450000,3.800000,0.027000,21,128,0.992000,3.550000,0.490000,11.200000,"white",8
7.000000,0.240000,0.320000,1.300000,0.037000,39,123,0.992000,3.170000,0.420000,11.200000,"white",8
7.400000,0.200000,0.370000,16.950000,0.048000,43,190,0.999500,3.030000,0.420000,9.200000,"white",6
7.000000,0.170000,0.330000,4.000000,0.034000,17,127,0.993400,3.190000,0.390000,10.600000,"white",7
8.300000,0.210000,0.580000,17.100000,0.049000,62,213,1.000600,3.010000,0.510000,9.300000,"white",6
7.200000,0.210000,0.350000,14.500000,0.048000,35,178,0.998200,3.050000,0.470000,8.900000,"white",6
7.100000,0.210000,0.400000,1.200000,0.069000,24,156,0.992800,3.420000,0.430000,10.600000,"white",6
8.400000,0.170000,0.310000,6.700000,0.038000,29,132,0.994500,3.100000,0.320000,10.600000,"white",7
7.400000,0.240000,0.310000,8.400000,0.045000,52,183,0.996300,3.090000,0.320000,8.800000,"white",5
5.300000,0.240000,0.330000,1.300000,0.033000,25,97,0.990600,3.590000,0.380000,11.000000,"white",8
6.500000,0.280000,0.260000,8.800000,0.040000,44,139,0.995600,3.320000,0.370000,10.200000,"white",6
6.300000,0.230000,0.210000,5.100000,0.035000,29,142,0.994200,3.360000,0.330000,10.100000,"white",7
6.500000,0.290000,0.250000,10.600000,0.039000,32,120,0.996200,3.310000,0.340000,10.100000,"white",6
5.800000,0.290000,0.210000,2.600000,0.025000,12,120,0.989400,3.390000,0.790000,14.000000,"white",7
6.300000,0.270000,0.250000,5.800000,0.038000,52,155,0.995000,3.280000,0.380000,9.400000,"white",6
6.300000,0.170000,0.420000,2.800000,0.028000,45,107,0.990800,3.270000,0.430000,11.800000,"white",6
6.300000,0.160000,0.400000,1.600000,0.033000,59,148,0.991400,3.440000,0.530000,11.400000,"white",5
7.900000,0.290000,0.390000,6.700000,0.036000,6,117,0.993800,3.120000,0.420000,10.700000,"white",5
7.300000,0.310000,0.690000,10.200000,0.041000,58,160,0.997700,3.060000,0.450000,8.600000,"white",5
5.500000,0.320000,0.450000,4.900000,0.028000,25,191,0.992200,3.510000,0.490000,11.500000,"white",7
5.200000,0.240000,0.450000,3.800000,0.027000,21,128,0.992000,3.550000,0.490000,11.200000,"white",8
7.200000,0.370000,0.150000,2.000000,0.029000,27,87,0.990300,3.300000,0.590000,12.600000,"white",7
6.100000,0.290000,0.270000,1.700000,0.024000,13,76,0.989300,3.210000,0.510000,12.600000,"white",7
9.200000,0.220000,0.400000,2.400000,0.054000,18,151,0.995200,3.040000,0.460000,9.300000,"white",4
7.200000,0.370000,0.150000,2.000000,0.029000,27,87,0.990300,3.300000,0.590000,12.600000,"white",7
8.000000,0.180000,0.370000,1.300000,0.040000,15,96,0.991200,3.060000,0.610000,12.100000,"white",6
6.500000,0.220000,0.340000,12.000000,0.053000,55,177,0.998300,3.520000,0.440000,9.900000,"white",6
7.400000,0.180000,0.400000,1.600000,0.047000,22,102,0.993700,3.280000,0.440000,10.700000,"white",5
6.500000,0.520000,0.170000,1.400000,0.047000,5,26,0.993200,3.260000,0.320000,10.000000,"white",4
7.000000,0.150000,0.380000,2.200000,0.047000,33,96,0.992800,3.130000,0.390000,10.400000,"white",8
5.900000,0.415000,0.130000,1.400000,0.040000,11,64,0.992200,3.290000,0.520000,10.500000,"white",5
8.100000,0.450000,0.340000,8.300000,0.037000,33,216,0.997600,3.310000,0.640000,9.700000,"white",5
5.800000,0.415000,0.130000,1.400000,0.040000,11,64,0.992200,3.290000,0.520000,10.500000,"white",5
6.400000,0.500000,0.160000,12.900000,0.042000,26,138,0.997400,3.280000,0.330000,9.000000,"white",5
6.700000,0.105000,0.320000,12.400000,0.051000,34,106,0.998000,3.540000,0.450000,9.200000,"white",6
6.000000,0.400000,0.300000,1.600000,0.047000,30,117,0.993100,3.170000,0.480000,10.100000,"white",6
6.600000,0.250000,0.390000,1.450000,0.040000,40,89,0.991100,3.350000,0.400000,11.400000,"white",7
9.800000,0.360000,0.450000,1.600000,0.042000,11,124,0.994400,2.930000,0.460000,10.800000,"white",5
9.600000,0.230000,0.400000,1.500000,0.044000,19,135,0.993700,2.960000,0.490000,10.900000,"white",5
6.300000,0.550000,0.450000,13.000000,0.047000,33,182,0.997400,3.200000,0.460000,9.200000,"white",6
6.500000,0.115000,0.290000,1.950000,0.038000,73,166,0.989000,3.120000,0.250000,12.900000,"white",7
6.400000,0.125000,0.290000,5.850000,0.042000,24,99,0.992000,3.230000,0.320000,12.000000,"white",7
5.700000,0.100000,0.270000,1.300000,0.047000,21,100,0.992800,3.270000,0.460000,9.500000,"white",5
7.900000,0.250000,0.290000,5.300000,0.031000,33,117,0.991800,3.060000,0.320000,11.800000,"white",7
6.900000,0.200000,0.280000,1.200000,0.048000,36,159,0.993600,3.190000,0.430000,9.100000,"white",6
6.900000,0.230000,0.340000,4.000000,0.047000,24,128,0.994400,3.200000,0.520000,9.700000,"white",6
6.800000,0.390000,0.310000,14.350000,0.043000,28,162,0.998800,3.170000,0.540000,9.100000,"white",5
8.700000,0.220000,0.420000,2.300000,0.053000,27,114,0.994000,2.990000,0.430000,10.000000,"white",5
7.400000,0.410000,0.340000,4.700000,0.042000,19,127,0.995300,3.250000,0.420000,10.400000,"white",5
6.700000,0.250000,0.340000,12.850000,0.048000,30,161,0.998600,3.440000,0.470000,9.500000,"white",6
6.000000,0.260000,0.420000,5.200000,0.027000,70,178,0.991400,3.400000,0.400000,12.300000,"white",8
6.100000,0.310000,0.370000,8.400000,0.031000,70,170,0.993400,3.420000,0.400000,11.700000,"white",8
9.200000,0.280000,0.460000,3.200000,0.058000,39,133,0.996000,3.140000,0.580000,9.500000,"white",5
9.000000,0.310000,0.490000,6.900000,0.034000,26,91,0.993700,2.990000,0.340000,11.500000,"white",5
8.500000,0.160000,0.330000,1.000000,0.076000,17,57,0.992100,3.140000,0.460000,10.600000,"white",6
9.300000,0.340000,0.490000,7.300000,0.052000,30,146,0.998000,3.170000,0.610000,10.200000,"white",5
9.200000,0.280000,0.460000,3.200000,0.058000,39,133,0.996000,3.140000,0.580000,9.500000,"white",5
7.200000,0.240000,0.300000,1.600000,0.048000,27,131,0.993300,3.250000,0.450000,10.500000,"white",5
7.200000,0.250000,0.320000,1.500000,0.047000,27,132,0.993300,3.260000,0.440000,10.500000,"white",5
6.800000,0.320000,0.180000,7.500000,0.041000,71,223,0.995900,3.140000,0.410000,8.900000,"white",5
9.100000,0.270000,0.320000,1.100000,0.031000,15,151,0.993600,3.030000,0.410000,10.600000,"white",5
8.900000,0.340000,0.320000,1.300000,0.041000,12,188,0.995300,3.170000,0.490000,9.500000,"white",5
7.000000,0.170000,0.370000,5.700000,0.025000,29,111,0.993800,3.200000,0.490000,10.800000,"white",6
6.700000,0.250000,0.230000,7.200000,0.038000,61,220,0.995200,3.140000,0.350000,9.500000,"white",5
6.900000,0.320000,0.170000,7.600000,0.042000,69,219,0.995900,3.130000,0.400000,8.900000,"white",5
6.800000,0.320000,0.180000,7.500000,0.041000,71,223,0.995900,3.140000,0.410000,8.900000,"white",5
6.100000,0.600000,0.000000,1.300000,0.042000,24,79,0.993700,3.310000,0.380000,9.400000,"white",4
5.300000,0.395000,0.070000,1.300000,0.035000,26,102,0.992000,3.500000,0.350000,10.600000,"white",6
7.900000,0.160000,0.300000,4.800000,0.037000,37,171,0.996700,3.470000,0.440000,9.000000,"white",4
7.600000,0.330000,0.360000,2.100000,0.034000,26,172,0.994400,3.420000,0.480000,10.500000,"white",4
7.800000,0.300000,0.290000,16.850000,0.054000,23,135,0.999800,3.160000,0.380000,9.000000,"white",6
7.800000,0.300000,0.290000,16.850000,0.054000,23,135,0.999800,3.160000,0.380000,9.000000,"white",6
5.700000,0.260000,0.270000,4.100000,0.201000,73,189,0.994200,3.270000,0.380000,9.400000,"white",6
7.800000,0.300000,0.290000,16.850000,0.054000,23,135,0.999800,3.160000,0.380000,9.000000,"white",6
7.500000,0.140000,0.340000,1.300000,0.055000,50,153,0.994500,3.290000,0.800000,9.600000,"white",6
7.800000,0.300000,0.290000,16.850000,0.054000,23,135,0.999800,3.160000,0.380000,9.000000,"white",6
6.600000,0.250000,0.410000,7.400000,0.043000,29,151,0.994600,3.150000,0.600000,10.200000,"white",7
5.700000,0.260000,0.270000,4.100000,0.201000,73,189,0.994200,3.270000,0.380000,9.400000,"white",6
8.200000,0.230000,0.490000,0.900000,0.057000,15,73,0.992800,3.070000,0.380000,10.400000,"white",6
6.000000,0.240000,0.320000,6.300000,0.030000,34,129,0.994600,3.520000,0.410000,10.400000,"white",5
6.100000,0.450000,0.270000,0.800000,0.039000,13,82,0.992700,3.230000,0.320000,9.500000,"white",5
7.400000,0.230000,0.430000,1.400000,0.044000,22,113,0.993800,3.220000,0.620000,10.600000,"white",6
7.200000,0.200000,0.380000,1.000000,0.037000,21,74,0.991800,3.210000,0.370000,11.000000,"white",5
7.500000,0.140000,0.340000,1.300000,0.055000,50,153,0.994500,3.290000,0.800000,9.600000,"white",6
7.700000,0.250000,0.430000,4.500000,0.062000,20,115,0.996600,3.380000,0.500000,9.900000,"white",6
8.200000,0.610000,0.450000,5.400000,0.030000,15,118,0.995400,3.140000,0.340000,9.600000,"white",5
7.600000,0.210000,0.440000,1.900000,0.036000,10,119,0.991300,3.010000,0.700000,12.800000,"white",6
7.400000,0.220000,0.330000,2.000000,0.045000,31,101,0.993100,3.420000,0.550000,11.400000,"white",5
7.200000,0.260000,0.260000,12.700000,0.036000,49,214,0.998600,3.410000,0.500000,10.000000,"white",6
6.400000,0.250000,0.410000,8.600000,0.042000,57,173,0.996500,3.000000,0.440000,9.100000,"white",5
6.300000,0.320000,0.350000,11.100000,0.039000,29,198,0.998400,3.360000,0.500000,9.400000,"white",7
6.800000,0.250000,0.290000,2.000000,0.042000,19,189,0.995200,3.460000,0.540000,10.200000,"white",6
9.800000,0.440000,0.400000,2.800000,0.036000,35,167,0.995600,2.970000,0.390000,9.200000,"white",5
7.200000,0.200000,0.250000,4.500000,0.044000,31,109,0.994900,3.230000,0.360000,9.400000,"white",5
8.200000,0.610000,0.450000,5.400000,0.030000,15,118,0.995400,3.140000,0.340000,9.600000,"white",5
7.500000,0.420000,0.450000,9.100000,0.029000,20,125,0.996000,3.120000,0.360000,10.100000,"white",6
7.400000,0.220000,0.330000,2.000000,0.045000,31,101,0.993100,3.420000,0.550000,11.400000,"white",5
6.400000,0.260000,0.300000,2.200000,0.025000,33,134,0.992000,3.210000,0.470000,10.600000,"white",6
7.900000,0.460000,0.320000,4.100000,0.033000,40,138,0.991200,3.180000,0.440000,12.800000,"white",7
6.500000,0.410000,0.640000,11.800000,0.065000,65,225,0.997800,3.120000,0.510000,8.900000,"white",5
7.500000,0.320000,0.370000,1.200000,0.048000,22,184,0.993800,3.090000,0.430000,9.300000,"white",5
6.600000,0.210000,0.380000,2.200000,0.026000,40,104,0.991400,3.250000,0.400000,11.100000,"white",8
7.100000,0.210000,0.300000,1.400000,0.037000,45,143,0.993200,3.130000,0.330000,9.900000,"white",6
7.600000,0.260000,0.470000,1.600000,0.068000,5,55,0.994400,3.100000,0.450000,9.600000,"white",5
7.600000,0.210000,0.440000,1.900000,0.036000,10,119,0.991300,3.010000,0.700000,12.800000,"white",6
6.900000,0.250000,0.260000,5.200000,0.024000,36,135,0.994800,3.160000,0.720000,10.700000,"white",7
7.100000,0.260000,0.320000,14.450000,0.074000,29,107,0.998000,2.960000,0.420000,9.200000,"white",6
7.300000,0.220000,0.400000,14.750000,0.042000,44,129,0.999800,3.360000,0.410000,9.100000,"white",7
6.200000,0.370000,0.220000,8.300000,0.025000,36,216,0.996400,3.330000,0.600000,9.600000,"white",6
7.900000,0.220000,0.450000,14.200000,0.038000,53,141,0.999200,3.030000,0.460000,9.200000,"white",6
6.900000,0.250000,0.260000,5.200000,0.024000,36,135,0.994800,3.160000,0.720000,10.700000,"white",7
7.300000,0.220000,0.400000,14.750000,0.042000,44,129,0.999800,3.360000,0.410000,9.100000,"white",7
7.100000,0.260000,0.320000,14.450000,0.074000,29,107,0.998000,2.960000,0.420000,9.200000,"white",6
7.400000,0.250000,0.370000,6.900000,0.020000,14,93,0.993900,3.000000,0.480000,10.700000,"white",7
6.800000,0.180000,0.370000,1.500000,0.027000,37,93,0.992000,3.300000,0.450000,10.800000,"white",6
7.000000,0.170000,0.370000,1.500000,0.028000,26,75,0.992200,3.300000,0.460000,10.800000,"white",7
6.400000,0.300000,0.380000,7.800000,0.046000,35,192,0.995500,3.100000,0.370000,9.000000,"white",5
5.000000,0.330000,0.160000,1.500000,0.049000,10,97,0.991700,3.480000,0.440000,10.700000,"white",6
5.000000,0.330000,0.160000,1.500000,0.049000,10,97,0.991700,3.480000,0.440000,10.700000,"white",6
8.900000,0.330000,0.320000,1.500000,0.047000,11,200,0.995400,3.190000,0.460000,9.400000,"white",5
7.000000,0.260000,0.460000,15.550000,0.037000,61,171,0.998600,2.940000,0.350000,8.800000,"white",6
6.400000,0.300000,0.380000,7.800000,0.046000,35,192,0.995500,3.100000,0.370000,9.000000,"white",5
6.300000,0.210000,0.400000,1.700000,0.031000,48,134,0.991700,3.420000,0.490000,11.500000,"white",6
8.000000,0.230000,0.460000,1.500000,0.030000,30,125,0.990700,3.230000,0.470000,12.500000,"white",6
9.200000,0.280000,0.410000,1.000000,0.042000,14,59,0.992200,2.960000,0.250000,10.500000,"white",6
7.300000,0.270000,0.390000,6.700000,0.064000,28,188,0.995800,3.290000,0.300000,9.700000,"white",5
7.600000,0.320000,0.360000,1.600000,0.040000,32,155,0.993000,3.230000,0.520000,11.300000,"white",6
5.000000,0.330000,0.160000,1.500000,0.049000,10,97,0.991700,3.480000,0.440000,10.700000,"white",6
9.700000,0.240000,0.450000,1.200000,0.033000,11,59,0.992600,2.740000,0.470000,10.800000,"white",6
8.000000,0.280000,0.420000,7.100000,0.045000,41,169,0.995900,3.170000,0.430000,10.600000,"white",5
8.200000,0.370000,0.360000,1.000000,0.034000,17,93,0.990600,3.040000,0.320000,11.700000,"white",8
8.000000,0.610000,0.380000,12.100000,0.301000,24,220,0.999300,2.940000,0.480000,9.200000,"white",5
7.200000,0.260000,0.440000,7.100000,0.027000,25,126,0.993000,3.020000,0.340000,11.100000,"white",8
8.200000,0.370000,0.360000,1.000000,0.034000,17,93,0.990600,3.040000,0.320000,11.700000,"white",8
6.400000,0.230000,0.330000,1.150000,0.044000,15,217,0.992000,3.330000,0.440000,11.000000,"white",6
5.900000,0.400000,0.320000,6.000000,0.034000,50,127,0.992000,3.510000,0.580000,12.500000,"white",7
7.600000,0.280000,0.390000,1.200000,0.038000,21,115,0.994000,3.160000,0.670000,10.000000,"white",6
8.000000,0.280000,0.420000,7.100000,0.045000,41,169,0.995900,3.170000,0.430000,10.600000,"white",5
7.200000,0.230000,0.390000,2.300000,0.033000,29,102,0.990800,3.260000,0.540000,12.300000,"white",7
6.800000,0.320000,0.370000,3.400000,0.023000,19,87,0.990200,3.140000,0.530000,12.700000,"white",6
7.200000,0.230000,0.390000,2.300000,0.033000,29,102,0.990800,3.260000,0.540000,12.300000,"white",7
6.900000,0.180000,0.380000,6.500000,0.039000,20,110,0.994300,3.100000,0.420000,10.500000,"white",5
9.400000,0.260000,0.530000,1.200000,0.047000,25,109,0.992100,3.230000,0.280000,12.500000,"white",6
8.300000,0.330000,0.420000,1.150000,0.033000,18,96,0.991100,3.200000,0.320000,12.400000,"white",3
7.300000,0.290000,0.300000,13.000000,0.043000,46,238,0.998600,3.060000,0.410000,8.700000,"white",6
7.900000,0.410000,0.370000,4.500000,0.030000,40,114,0.992000,3.170000,0.540000,12.400000,"white",7
7.900000,0.440000,0.370000,5.850000,0.033000,27,93,0.992000,3.160000,0.540000,12.600000,"white",7
7.700000,0.390000,0.300000,5.200000,0.037000,29,131,0.994300,3.380000,0.440000,11.000000,"white",6
7.700000,0.260000,0.310000,1.300000,0.043000,47,155,0.993700,3.420000,0.500000,10.100000,"white",6
7.800000,0.320000,0.310000,1.700000,0.036000,46,195,0.993000,3.030000,0.480000,10.500000,"white",5
6.800000,0.320000,0.370000,3.400000,0.023000,19,87,0.990200,3.140000,0.530000,12.700000,"white",6
7.300000,0.240000,0.390000,3.600000,0.024000,35,116,0.992800,3.170000,0.510000,10.900000,"white",5
7.100000,0.440000,0.370000,2.700000,0.041000,35,128,0.989600,3.070000,0.430000,13.500000,"white",7
10.300000,0.250000,0.480000,2.200000,0.042000,28,164,0.998000,3.190000,0.590000,9.700000,"white",5
7.900000,0.140000,0.280000,1.800000,0.041000,44,178,0.995400,3.450000,0.430000,9.200000,"white",6
7.400000,0.180000,0.420000,2.100000,0.036000,33,187,0.993800,3.400000,0.410000,10.600000,"white",7
8.100000,0.430000,0.420000,6.600000,0.033000,36,141,0.991800,2.980000,0.390000,13.300000,"white",7
7.100000,0.440000,0.370000,2.700000,0.041000,35,128,0.989600,3.070000,0.430000,13.500000,"white",7
6.400000,0.260000,0.220000,5.100000,0.037000,23,131,0.994400,3.290000,0.320000,10.100000,"white",5
8.000000,0.660000,0.720000,17.550000,0.042000,62,233,0.999900,2.920000,0.680000,9.400000,"white",4
8.000000,0.200000,0.400000,5.200000,0.055000,41,167,0.995300,3.180000,0.400000,10.600000,"white",7
7.200000,0.210000,0.340000,1.100000,0.046000,25,80,0.992000,3.250000,0.400000,11.300000,"white",6
7.200000,0.180000,0.310000,1.100000,0.045000,20,73,0.992500,3.320000,0.400000,10.800000,"white",7
8.400000,0.570000,0.440000,10.700000,0.051000,46,195,0.998100,3.150000,0.510000,10.400000,"white",5
5.300000,0.260000,0.230000,5.150000,0.034000,48,160,0.995200,3.820000,0.510000,10.500000,"white",7
5.700000,0.245000,0.330000,1.100000,0.049000,28,150,0.992700,3.130000,0.420000,9.300000,"white",5
5.600000,0.245000,0.320000,1.100000,0.047000,24,152,0.992700,3.120000,0.420000,9.300000,"white",6
7.300000,0.250000,0.410000,1.800000,0.037000,52,165,0.991100,3.290000,0.390000,12.200000,"white",7
7.000000,0.160000,0.730000,1.000000,0.138000,58,150,0.993600,3.080000,0.300000,9.200000,"white",5
6.400000,0.220000,0.340000,1.800000,0.057000,29,104,0.995900,3.810000,0.570000,10.300000,"white",6
7.300000,0.180000,0.650000,1.400000,0.046000,28,157,0.994600,3.330000,0.620000,9.400000,"white",6
6.400000,0.170000,0.270000,6.700000,0.036000,88,223,0.994800,3.280000,0.350000,10.200000,"white",6
6.900000,0.290000,0.160000,6.800000,0.034000,65,212,0.995500,3.080000,0.390000,9.000000,"white",6
6.200000,0.210000,0.380000,6.800000,0.036000,64,245,0.995100,3.060000,0.360000,9.300000,"white",6
6.400000,0.230000,0.300000,7.100000,0.037000,63,236,0.995200,3.060000,0.340000,9.200000,"white",6
7.300000,0.190000,0.680000,1.500000,0.050000,31,156,0.994600,3.320000,0.640000,9.400000,"white",6
7.300000,0.180000,0.650000,1.400000,0.046000,28,157,0.994600,3.330000,0.620000,9.400000,"white",6
9.600000,0.290000,0.460000,1.450000,0.039000,77,223,0.994400,2.920000,0.460000,9.500000,"white",6
7.200000,0.140000,0.350000,1.200000,0.036000,15,73,0.993800,3.460000,0.390000,9.900000,"white",5
6.900000,0.310000,0.340000,7.400000,0.059000,36,174,0.996300,3.460000,0.620000,11.100000,"white",7
7.500000,0.280000,0.340000,4.200000,0.028000,36,116,0.991000,2.990000,0.410000,12.300000,"white",8
8.000000,0.220000,0.420000,14.600000,0.044000,45,163,1.000300,3.210000,0.690000,8.600000,"white",7
7.600000,0.310000,0.290000,10.500000,0.040000,21,145,0.996600,3.040000,0.350000,9.400000,"white",5
8.400000,0.350000,0.560000,13.800000,0.048000,55,190,0.999300,3.070000,0.580000,9.400000,"white",6
8.000000,0.220000,0.420000,14.600000,0.044000,45,163,1.000300,3.210000,0.690000,8.600000,"white",7
8.100000,0.500000,0.470000,1.100000,0.037000,23,126,0.993800,3.210000,0.420000,10.900000,"white",5
7.000000,0.390000,0.310000,5.300000,0.169000,32,162,0.996500,3.200000,0.480000,9.400000,"white",5
8.100000,0.500000,0.470000,1.100000,0.037000,23,126,0.993800,3.210000,0.420000,10.900000,"white",5
8.400000,0.350000,0.560000,13.800000,0.048000,55,190,0.999300,3.070000,0.580000,9.400000,"white",6
6.200000,0.220000,0.270000,1.500000,0.064000,20,132,0.993800,3.220000,0.460000,9.200000,"white",6
8.000000,0.220000,0.420000,14.600000,0.044000,45,163,1.000300,3.210000,0.690000,8.600000,"white",7
7.600000,0.310000,0.290000,10.500000,0.040000,21,145,0.996600,3.040000,0.350000,9.400000,"white",5
7.000000,0.240000,0.360000,4.900000,0.083000,10,133,0.994200,3.330000,0.370000,10.800000,"white",6
6.600000,0.270000,0.300000,1.900000,0.025000,14,153,0.992800,3.290000,0.620000,10.500000,"white",6
7.800000,0.160000,0.410000,1.700000,0.026000,29,140,0.991000,3.020000,0.780000,12.500000,"white",6
7.700000,0.270000,0.340000,1.800000,0.028000,26,168,0.991100,2.990000,0.480000,12.100000,"white",7
7.400000,0.310000,0.740000,10.700000,0.039000,51,147,0.997700,3.020000,0.430000,8.700000,"white",5
8.000000,0.450000,0.360000,8.800000,0.026000,50,151,0.992700,3.070000,0.250000,12.700000,"white",8
7.700000,0.270000,0.340000,1.800000,0.028000,26,168,0.991100,2.990000,0.480000,12.100000,"white",7
7.800000,0.160000,0.410000,1.700000,0.026000,29,140,0.991000,3.020000,0.780000,12.500000,"white",6
6.600000,0.160000,0.290000,1.800000,0.050000,40,147,0.991200,3.060000,0.440000,11.400000,"white",7
8.300000,0.210000,0.400000,1.600000,0.032000,35,110,0.990700,3.020000,0.600000,12.900000,"white",7
7.200000,0.320000,0.330000,1.400000,0.029000,29,109,0.990200,3.150000,0.510000,12.800000,"white",7
6.600000,0.160000,0.300000,1.600000,0.034000,15,78,0.992000,3.380000,0.440000,11.200000,"white",6
8.400000,0.160000,0.330000,1.500000,0.033000,16,98,0.994000,3.140000,0.420000,9.700000,"white",6
7.500000,0.230000,0.320000,9.200000,0.038000,54,191,0.996600,3.040000,0.560000,9.700000,"white",6
6.200000,0.170000,0.300000,1.100000,0.037000,14,79,0.993000,3.500000,0.540000,10.300000,"white",6
6.900000,0.390000,0.220000,4.300000,0.030000,10,102,0.993000,3.000000,0.870000,11.600000,"white",4
6.900000,0.410000,0.220000,4.200000,0.031000,10,102,0.993000,3.000000,0.860000,11.600000,"white",4
